kingdom	phylum	order	family	genus	species	sci.name
Animalia	Mollusca	Stylommatophora	Geomitridae	Cochlicella	acuta	Cochlicella acuta
Animalia	Mollusca	Stylommatophora	Geomitridae	Cernuella	virgata	Cernuella virgata
Animalia	Mollusca	Stylommatophora	Geomitridae	Xerotricha	NA	Xerotricha NA
Animalia	Mollusca	Myida	Xylophagidae	Xylophagus	reflectens	Xylophagus reflectens
Animalia	Mollusca	Stylommatophora	Discidae	Discus	catskillensis	Discus catskillensis
Animalia	Mollusca	Stylommatophora	Succineidae	Catinella	NA	Catinella NA
Animalia	Mollusca	Venerida	Sphaeriidae	Sphaerium	corneum	Sphaerium corneum
Animalia	Mollusca	Cephalaspidea	Bullidae	Bulla	gouldiana	Bulla gouldiana
Animalia	Mollusca	NA	Pleuroceridae	Elimia	clavaeformis	Elimia clavaeformis
Animalia	Mollusca	NA	Geisonoceratidae	Protokionoceras	NA	Protokionoceras NA
Animalia	Mollusca	NA	Platyceratidae	Platyceras	carinatum	Platyceras carinatum
Animalia	Mollusca	NA	Platyceratidae	Platyceras	aculeatum	Platyceras aculeatum
Animalia	Mollusca	Stylommatophora	Gastrodontidae	Glyphyalinia	NA	Glyphyalinia NA
Animalia	Mollusca	Stylommatophora	Valloniidae	Zoogenetes	harpa	Zoogenetes harpa
Animalia	Mollusca	Ostreida	Pterineidae	Actinodesma	NA	Actinodesma NA
Animalia	Mollusca	Ostreida	Pterineidae	Limoptera	NA	Limoptera NA
Animalia	Mollusca	Stylommatophora	Valloniidae	Vallonia	perspectiva	Vallonia perspectiva
Animalia	Mollusca	NA	Planorbidae	Planorbis	costatus	Planorbis costatus
Animalia	Mollusca	Pleurotomariida	Murchisoniidae	Hormotoma	subcarinata	Hormotoma subcarinata
Animalia	Mollusca	NA	Platyceratidae	Platyceras	bucculentum	Platyceras bucculentum
Animalia	Mollusca	NA	Acleistoceratidae	Acleistoceras	NA	Acleistoceras NA
Animalia	Mollusca	NA	Raphistomatidae	Tylozone	commensurata	Tylozone commensurata
Animalia	Mollusca	NA	Platyceratidae	Platyostoma	lineatum	Platyostoma lineatum
Animalia	Mollusca	Ostreida	Pterineidae	Limoptera	macroptera	Limoptera macroptera
Animalia	Mollusca	Ostreida	Pterineidae	Ptychopteria	NA	Ptychopteria NA
Animalia	Mollusca	NA	Pleuroceridae	Elimia	carinifera	Elimia carinifera
Animalia	Mollusca	Myalinida	Ambonychiidae	Lophonychia	cordata	Lophonychia cordata
Animalia	Mollusca	NA	Hippocardiidae	Hippocardia	NA	Hippocardia NA
Animalia	Mollusca	NA	Grammysiidae	Grammysioidea	NA	Grammysioidea NA
Animalia	Mollusca	Ammonoidea	Tornoceratidae	Tornoceras	NA	Tornoceras NA
Animalia	Mollusca	Modiomorphida	Modiomorphidae	Modiomorpha	concentrica	Modiomorpha concentrica
Animalia	Mollusca	NA	Hippocardiidae	Conocardium	monroense	Conocardium monroense
Animalia	Mollusca	Nautilida	Rutoceratidae	Rutoceratidae	NA	Rutoceratidae NA
Animalia	Mollusca	Ostreida	Pterineidae	Cornellites	NA	Cornellites NA
Animalia	Mollusca	Pleurotomariida	Pseudophoridae	Scalaetrochus	fragosus	Scalaetrochus fragosus
Animalia	Mollusca	NA	Omphalotrochidae	Trochonema	meekanum	Trochonema meekanum
Animalia	Mollusca	Unionida	Unionidae	Pyganodon	NA	Pyganodon NA
Animalia	Mollusca	Stylommatophora	Geomitridae	Cernuella	cisalpina	Cernuella cisalpina
Animalia	Mollusca	NA	Hippocardiidae	Hippocardia	curta	Hippocardia curta
Animalia	Mollusca	NA	Nephriticeratidae	Heracloceras	NA	Heracloceras NA
Animalia	Mollusca	Pectinida	Pterinopectinidae	Pseudaviculopecten	NA	Pseudaviculopecten NA
Animalia	Mollusca	Ammonoidea	Tornoceratidae	Tornoceras	uniangulare	Tornoceras uniangulare
Animalia	Mollusca	NA	Grammysiidae	Glossites	NA	Glossites NA
Animalia	Mollusca	Cycloneritida	Naticopsidae	Naticopsis	pegmihumerosa	Naticopsis pegmihumerosa
Animalia	Mollusca	NA	NA	Tropidodiscus	cultricarinatus	Tropidodiscus cultricarinatus
Animalia	Mollusca	Pleurotomariida	Murchisoniidae	Murchisonia	akidota	Murchisonia akidota
Animalia	Mollusca	Modiomorphida	Modiomorphidae	Goniophora	NA	Goniophora NA
Animalia	Mollusca	NA	Tentaculitidae	Tentaculites	bellulus	Tentaculites bellulus
Animalia	Mollusca	Nautilida	Centroceratidae	Centroceras	NA	Centroceras NA
Animalia	Mollusca	NA	NA	Lyriopecten	NA	Lyriopecten NA
Animalia	Mollusca	Venerida	Cyrenidae	Corbicula	NA	Corbicula NA
Animalia	Mollusca	NA	Lophospiridae	Ectomaria	NA	Ectomaria NA
Animalia	Mollusca	NA	Lyrodesmatidae	Megalomoidea	NA	Megalomoidea NA
Animalia	Mollusca	NA	Loxonematidae	Loxonematidae	NA	Loxonematidae NA
Animalia	Mollusca	NA	Euomphalidae	Acanthonema	holopiforme	Acanthonema holopiforme
Animalia	Mollusca	Stylommatophora	Polygyridae	Neohelix	major	Neohelix major
Animalia	Mollusca	Pleurotomariida	Eotomariidae	Pleurotomaria	lucina	Pleurotomaria lucina
Animalia	Mollusca	Stylommatophora	Succineidae	Oxyloma	decampi	Oxyloma decampi
Animalia	Mollusca	NA	Nephriticeratidae	Nephriticeras	NA	Nephriticeras NA
Animalia	Mollusca	Pleurotomariida	Murchisoniidae	Murchisonia	anderdoniae	Murchisonia anderdoniae
Animalia	Mollusca	NA	NA	Gosselettia	triquetra	Gosselettia triquetra
Animalia	Mollusca	NA	Euomphalidae	Euryzone	petilitornata	Euryzone petilitornata
Animalia	Mollusca	NA	Palaeozygopleuridae	Palaeozygopleura	joani	Palaeozygopleura joani
Animalia	Mollusca	Stylommatophora	Euconulidae	Guppya	NA	Guppya NA
Animalia	Mollusca	Venerida	Sphaeriidae	Pisidium	rotundatum	Pisidium rotundatum
Animalia	Mollusca	NA	Palaeozygopleuridae	Loxonema	hamiltoniae	Loxonema hamiltoniae
Animalia	Mollusca	NA	Loxonematidae	Loxonema	NA	Loxonema NA
Animalia	Mollusca	Unionida	Iridinidae	Orthonota	undulata	Orthonota undulata
Animalia	Mollusca	NA	Nowakiidae	Nowakia	NA	Nowakia NA
Animalia	Mollusca	Stylommatophora	Succineidae	Succinea	higginsi	Succinea higginsi
Animalia	Mollusca	Pleurotomariida	Gosseletinidae	Pleurotomaria	arata	Pleurotomaria arata
Animalia	Mollusca	Ostreida	Pterineidae	Pterinea	flabella	Pterinea flabella
Animalia	Mollusca	Stylommatophora	Spiraxidae	Physella	virgata	Physella virgata
Animalia	Mollusca	Pleurotomariida	Murchisoniidae	Murchisonia	sibleyensis	Murchisonia sibleyensis
Animalia	Mollusca	NA	Euomphalidae	Acanthonema	laxa	Acanthonema laxa
Animalia	Mollusca	Ostreida	Pterineidae	Limoptera	curvata	Limoptera curvata
Animalia	Mollusca	Pleurotomariida	Murchisoniidae	Murchisonia	gracilicrista	Murchisonia gracilicrista
Animalia	Mollusca	NA	Conocardiidae	Conocardium	cuneum	Conocardium cuneum
Animalia	Mollusca	NA	Omphalocirridae	Omphalocirrus	NA	Omphalocirrus NA
Animalia	Mollusca	Modiomorphida	Modiomorphidae	Modiomorpha	mytiloides	Modiomorpha mytiloides
Animalia	Mollusca	Pleurotomariida	Pseudophoridae	Pagodea	falcatinoda	Pagodea falcatinoda
Animalia	Mollusca	Pleurotomariida	Gosseletinidae	Euryzone	NA	Euryzone NA
Animalia	Mollusca	Cycloneritida	Neritopsidae	Turbonitella	trunculinoda	Turbonitella trunculinoda
Animalia	Mollusca	NA	Bactritidae	Bactrites	NA	Bactrites NA
Animalia	Mollusca	Pleurotomariida	Murchisoniidae	Mesocoelia	obstipisutura	Mesocoelia obstipisutura
Animalia	Mollusca	Pleurotomariida	Gosseletinidae	Euryzone	pharkidopyndax	Euryzone pharkidopyndax
Animalia	Mollusca	Trochida	Elasmonematidae	Straparollus	corrugatus	Straparollus corrugatus
Animalia	Mollusca	NA	NA	Straparollus	diversiformis	Straparollus diversiformis
Animalia	Mollusca	Pleurotomariida	Murchisoniidae	Crenulazona	angulata	Crenulazona angulata
Animalia	Mollusca	NA	Praecardiidae	Panenka	canadensis	Panenka canadensis
Animalia	Mollusca	Unionida	Unionidae	Leptodea	NA	Leptodea NA
Animalia	Mollusca	NA	NA	Tropidodiscus	compticarinatus	Tropidodiscus compticarinatus
Animalia	Mollusca	NA	Ribeiriidae	Technophorus	punctostriatus	Technophorus punctostriatus
Animalia	Mollusca	NA	Anthracopupidae	Anthracopupa	parva	Anthracopupa parva
Animalia	Mollusca	Pleurotomariida	Murchisoniidae	Solenospira	minuta	Solenospira minuta
Animalia	Mollusca	NA	Lophospiridae	Solenospira	NA	Solenospira NA
Animalia	Mollusca	NA	Omphalotrochidae	Omphalotrochus	NA	Omphalotrochus NA
Animalia	Mollusca	NA	Goniasmatidae	Cerithioides	incomptum	Cerithioides incomptum
Animalia	Mollusca	Stylommatophora	Limacidae	Limacidae	NA	Limacidae NA
Animalia	Mollusca	NA	Bellerophontidae	Bellerophon	stummi	Bellerophon stummi
Animalia	Mollusca	Stylommatophora	Polygyridae	Linisa	polita	Linisa polita
Animalia	Mollusca	Nuculanida	Malletiidae	Palaeoneilo	constricta	Palaeoneilo constricta
Animalia	Mollusca	NA	NA	Tropidodiscus	vesculilineatus	Tropidodiscus vesculilineatus
Animalia	Mollusca	Pleurotomariida	Gosseletinidae	Coelozone	fasciata	Coelozone fasciata
Animalia	Mollusca	Pleurotomariida	Gosseletinidae	Euryzone	latitornata	Euryzone latitornata
Animalia	Mollusca	Pleurotomariida	Portlockiellidae	Nodonema	granulatum	Nodonema granulatum
Animalia	Mollusca	Cycloneritida	Naticopsidae	Naticopsis	opimavoluta	Naticopsis opimavoluta
Animalia	Mollusca	Nautilida	Nautilidae	Nautilus	ammonis	Nautilus ammonis
Animalia	Mollusca	Unionida	Unionidae	Elliptio	complanata	Elliptio complanata
Animalia	Mollusca	Unionida	Unionidae	Lampsilis	hydiana	Lampsilis hydiana
Animalia	Mollusca	Pleurotomariida	Portlockiellidae	Nodonema	NA	Nodonema NA
Animalia	Mollusca	Pleurotomariida	Gosseletinidae	Ehlersina	paucinodosa	Ehlersina paucinodosa
Animalia	Mollusca	Pleurotomariida	Murchisoniidae	Murchisonia	penduliobesa	Murchisonia penduliobesa
Animalia	Mollusca	NA	Conocardiidae	Conocardium	NA	Conocardium NA
Animalia	Mollusca	NA	Raphistomatidae	Tylozone	turricula	Tylozone turricula
Animalia	Mollusca	Trochida	Microdomatidae	Copidocatomus	collarus	Copidocatomus collarus
Animalia	Mollusca	Stylommatophora	Polygyridae	Stenotrema	exodon	Stenotrema exodon
Animalia	Mollusca	Myalinida	Ambonychiidae	Gosseletia	triquetra	Gosseletia triquetra
Animalia	Mollusca	NA	Palaeozygopleuridae	Palaeozygopleura	sibleyensis	Palaeozygopleura sibleyensis
Animalia	Mollusca	NA	Loxonematidae	Loxonema	parvulum	Loxonema parvulum
Animalia	Mollusca	Cycloneritida	Naticopsidae	Naticopsis	planifrons	Naticopsis planifrons
Animalia	Mollusca	NA	Poterioceratidae	Cyrtogomphus	NA	Cyrtogomphus NA
Animalia	Mollusca	Stylommatophora	Pupillidae	Pupa	fallax	Pupa fallax
Animalia	Mollusca	NA	Holopeidae	Holopea	NA	Holopea NA
Animalia	Mollusca	NA	Raphistomatidae	Zalozone	lacunata	Zalozone lacunata
Animalia	Mollusca	Trochida	Microdomatidae	Pleurotrochus	tricarinatus	Pleurotrochus tricarinatus
Animalia	Mollusca	Unionida	Unionidae	Lampsilis	cariosa	Lampsilis cariosa
Animalia	Mollusca	Pleurotomariida	Gosseletinidae	Ehlersina	abditinoda	Ehlersina abditinoda
Animalia	Mollusca	Pleurotomariida	Murchisoniidae	Murchisonia	deludisubzona	Murchisonia deludisubzona
Animalia	Mollusca	Stylommatophora	Arionidae	Arion	fuscus	Arion fuscus
Animalia	Mollusca	Myida	Xylophagidae	Xylophagus	NA	Xylophagus NA
Animalia	Mollusca	Mytilida	Mytilidae	Mytilus	NA	Mytilus NA
Animalia	Mollusca	Venerida	Sphaeriidae	Pisidium	henslowanum	Pisidium henslowanum
Animalia	Mollusca	Venerida	Sphaeriidae	Pisidium	subtruncatum	Pisidium subtruncatum
Animalia	Mollusca	NA	Valvatidae	Valvata	piscinalis	Valvata piscinalis
Animalia	Mollusca	Nuculanida	Nuculanidae	Nuculana	NA	Nuculana NA
Animalia	Mollusca	Unionida	Unionidae	Ptychobranchus	NA	Ptychobranchus NA
Animalia	Mollusca	Stylommatophora	Camaenidae	Camaenidae	NA	Camaenidae NA
Animalia	Mollusca	NA	Planorbidae	Gundlachia	meehiana	Gundlachia meehiana
Animalia	Mollusca	NA	Bellerophontidae	Bellerophon	whittleseyi	Bellerophon whittleseyi
Animalia	Mollusca	Stylommatophora	Partulidae	Partula	NA	Partula NA
Animalia	Mollusca	NA	Praecardiidae	Pararca	NA	Pararca NA
Animalia	Mollusca	NA	Coleolidae	Coleolus	NA	Coleolus NA
Animalia	Mollusca	Unionida	Unionidae	Pyganodon	gibbosa	Pyganodon gibbosa
Animalia	Mollusca	NA	NA	Tentaculites	richmondensis	Tentaculites richmondensis
Animalia	Mollusca	Ammonoidea	Sporadoceratidae	Maeneceras	NA	Maeneceras NA
Animalia	Mollusca	NA	Euomphalidae	Euomphalus	hecale	Euomphalus hecale
Animalia	Mollusca	Ostreida	Pterineidae	Leptodesma	potens	Leptodesma potens
Animalia	Mollusca	Stylommatophora	Philomycidae	Philomycus	flexuolaris	Philomycus flexuolaris
Animalia	Mollusca	Unionida	Unionidae	Lampsilis	ornata	Lampsilis ornata
Animalia	Mollusca	Ostreida	Pterineidae	Ptychopteria	beecheri	Ptychopteria beecheri
Animalia	Mollusca	Ostreida	Pterineidae	Ptychopteria	gibbosa	Ptychopteria gibbosa
Animalia	Mollusca	Ostreida	Pterineidae	Ptychopteria	thalia	Ptychopteria thalia
Animalia	Mollusca	Mytilida	Mytilidae	Phthonia	nitida	Phthonia nitida
Animalia	Mollusca	Arcida	Parallelodontidae	Prorhynchus	nasutum	Prorhynchus nasutum
Animalia	Mollusca	Ostreida	Pterineidae	Ptychopteria	falcata	Ptychopteria falcata
Animalia	Mollusca	Lucinida	Mactromyidae	Paracyclas	erecta	Paracyclas erecta
Animalia	Mollusca	NA	Grammysiidae	Grammysia	glabra	Grammysia glabra
Animalia	Mollusca	Pectinida	Aviculopectinidae	Aviculopecten	aequilateralis	Aviculopecten aequilateralis
Animalia	Mollusca	Ostreida	Pterineidae	Ptychopteria	galene	Ptychopteria galene
Animalia	Mollusca	Ostreida	Pterineidae	Ptychopteria	lata	Ptychopteria lata
Animalia	Mollusca	Ostreida	Pterineidae	Ptychopteria	vanuxemi	Ptychopteria vanuxemi
Animalia	Mollusca	NA	Grammysiidae	Prothyris	exuta	Prothyris exuta
Animalia	Mollusca	Ostreida	Pterineidae	Ptychopteria	spatulata	Ptychopteria spatulata
Animalia	Mollusca	NA	Grammysiidae	Grammysia	duplicata	Grammysia duplicata
Animalia	Mollusca	Ostreida	Pterineidae	Ptychopteria	perlata	Ptychopteria perlata
Animalia	Mollusca	Ostreida	Pterineidae	Leptodesma	acutirostrum	Leptodesma acutirostrum
Animalia	Mollusca	Ostreida	Pterineidae	Ptychopteria	lobata	Ptychopteria lobata
Animalia	Mollusca	Nuculanida	Malletiidae	Palaeoneilo	elongata	Palaeoneilo elongata
Animalia	Mollusca	NA	Praecardiidae	Pararca	venusta	Pararca venusta
Animalia	Mollusca	Arcida	Parallelodontidae	Prorhynchus	angulatum	Prorhynchus angulatum
Animalia	Mollusca	Unionida	Unionidae	Elliptio	complanta	Elliptio complanta
Animalia	Mollusca	Carditida	Cardiniidae	Cypricardinia	consimilis	Cypricardinia consimilis
Animalia	Mollusca	NA	Pleuroceridae	Pleuroceridae	NA	Pleuroceridae NA
Animalia	Mollusca	NA	Pterothecidae	Pterotheca	NA	Pterotheca NA
Animalia	Mollusca	NA	Praecardiidae	Cardium	vetustum	Cardium vetustum
Animalia	Mollusca	NA	Pseudorthoceratidae	Bradfordoceras	hector	Bradfordoceras hector
Animalia	Mollusca	NA	Orthoceratidae	Orthoceras	bipartitum	Orthoceras bipartitum
Animalia	Mollusca	NA	Orthoceratidae	Orthoceras	consortale	Orthoceras consortale
Animalia	Mollusca	NA	Ancylidae	Ancylidae	NA	Ancylidae NA
Animalia	Mollusca	NA	Praecardiidae	Praecardium	NA	Praecardium NA
Animalia	Mollusca	Ammonoidea	Cheiloceratidae	Cheiloceras	amblylobum	Cheiloceras amblylobum
Animalia	Mollusca	NA	Praecardiidae	Praecardium	multicostatum	Praecardium multicostatum
Animalia	Mollusca	NA	Orthoceratidae	Orthoceras	leander	Orthoceras leander
Animalia	Mollusca	Nautilida	Nautilidae	Cyrtoceras	hector	Cyrtoceras hector
Animalia	Mollusca	Littorinimorpha	Amnicolidae	Lyogyrus	granum	Lyogyrus granum
Animalia	Mollusca	Unionida	Unionidae	Elliptio	fisheriana	Elliptio fisheriana
Animalia	Mollusca	Stylommatophora	Polygyridae	Triodopsis	dentifera	Triodopsis dentifera
Animalia	Mollusca	NA	Pseudorthoceratidae	Bradfordoceras	transversum	Bradfordoceras transversum
Animalia	Mollusca	NA	Grammysiidae	Sphenotus	constrictus	Sphenotus constrictus
Animalia	Mollusca	Nuculanida	Malletiidae	Palaeoneilo	filosa	Palaeoneilo filosa
Animalia	Mollusca	Carditida	Cardiniidae	Cypricardinia	NA	Cypricardinia NA
Animalia	Mollusca	Unionida	Unionidae	Lasmigona	decorata	Lasmigona decorata
Animalia	Mollusca	NA	Lymnaeidae	Stagnicola	utahensis	Stagnicola utahensis
Animalia	Mollusca	NA	Pseudorthoceratidae	Bradfordoceras	NA	Bradfordoceras NA
Animalia	Mollusca	NA	Hippocardiidae	Conocardium	gowandense	Conocardium gowandense
Animalia	Mollusca	Nuculida	Nuculidae	Nuculidae	NA	Nuculidae NA
Animalia	Mollusca	Ammonoidea	Tornoceratidae	Truyolsoceras	bicostatum	Truyolsoceras bicostatum
Animalia	Mollusca	Carditida	Astartidae	Cypricardella	NA	Cypricardella NA
Animalia	Mollusca	NA	Grammysiidae	Sphenotus	signatus	Sphenotus signatus
Animalia	Mollusca	NA	NA	Euthydesma	subtextile	Euthydesma subtextile
Animalia	Mollusca	Ammonoidea	Tornoceratidae	Tornoceras	concentricum	Tornoceras concentricum
Animalia	Mollusca	Ostreida	Pteriidae	Pegasella	ales	Pegasella ales
Animalia	Mollusca	Mytilida	Mytilidae	Modiolus	NA	Modiolus NA
Animalia	Mollusca	Pleurotomariida	Gosseletinidae	Pleurotomaria	itylus	Pleurotomaria itylus
Animalia	Mollusca	NA	Pseudorthoceratidae	Neocycloceras	lilianae	Neocycloceras lilianae
Animalia	Mollusca	Stylommatophora	Gastrodontidae	Striatura	NA	Striatura NA
Animalia	Mollusca	NA	Grammysiidae	Grammysia	communis	Grammysia communis
Animalia	Mollusca	NA	Orthoceratidae	Orthoceras	cochleatum	Orthoceras cochleatum
Animalia	Mollusca	Ammonoidea	Sporadoceratidae	Maeneceras	acutolaterale	Maeneceras acutolaterale
Animalia	Mollusca	NA	Pleuroceridae	Elimia	virginica	Elimia virginica
Animalia	Mollusca	Myalinida	Myalinidae	Myalina	NA	Myalina NA
Animalia	Mollusca	Stylommatophora	Helicidae	Theba	pisana	Theba pisana
Animalia	Mollusca	NA	NA	Palaeanatina	sinuata	Palaeanatina sinuata
Animalia	Mollusca	Littorinimorpha	Lithoglyphidae	Gillia	altilis	Gillia altilis
Animalia	Mollusca	Unionida	Unionidae	Alasmidonta	varicosa	Alasmidonta varicosa
Animalia	Mollusca	NA	Carydiidae	Nucula	globularis	Nucula globularis
Animalia	Mollusca	Unionida	Unionidae	Utterbackiana	implicata	Utterbackiana implicata
Animalia	Mollusca	NA	Pseudorthoceratidae	Neocycloceras	harrisi	Neocycloceras harrisi
Animalia	Mollusca	Stylommatophora	Discidae	Discus	rotundatus	Discus rotundatus
Animalia	Mollusca	Architaenioglossa	Viviparidae	Cipangopaludina	NA	Cipangopaludina NA
Animalia	Mollusca	Myida	Xylophagidae	Arthropeas	americana	Arthropeas americana
Animalia	Mollusca	Arcida	Parallelodontidae	Grammatodon	NA	Grammatodon NA
Animalia	Mollusca	Nuculida	Nuculidae	Ennucula	corbuloides	Ennucula corbuloides
Animalia	Mollusca	NA	Cyrtodontidae	Ptychodesma	NA	Ptychodesma NA
Animalia	Mollusca	Myalinida	Ambonychiidae	Inoceramus	chemungensis	Inoceramus chemungensis
Animalia	Mollusca	NA	Grammysiidae	Sphenotus	tiogensis	Sphenotus tiogensis
Animalia	Mollusca	Modiomorphida	Modiomorphidae	Goniophora	cayutensis	Goniophora cayutensis
Animalia	Mollusca	NA	Grammysiidae	Glossites	depressus	Glossites depressus
Animalia	Mollusca	Pectinida	Pterinopectinidae	Vertumnia	NA	Vertumnia NA
Animalia	Mollusca	NA	NA	Pseudoaviculopecten	bradfordensis	Pseudoaviculopecten bradfordensis
Animalia	Mollusca	Unionida	Iridinidae	Spathella	typica	Spathella typica
Animalia	Mollusca	Trigoniida	Eoschizodidae	Eoschizodus	NA	Eoschizodus NA
Animalia	Mollusca	Myalinida	Myalinidae	Myalina	newelli	Myalina newelli
Animalia	Mollusca	Carditida	Cardiniidae	Cypricardinia	larocquei	Cypricardinia larocquei
Animalia	Mollusca	Unionida	Unionidae	Lasmigona	subviridis	Lasmigona subviridis
Animalia	Mollusca	Unionida	Unionidae	Alasmidonta	undulata	Alasmidonta undulata
Animalia	Mollusca	Littorinimorpha	Littorinidae	Littorina	saxatilis	Littorina saxatilis
Animalia	Mollusca	Stylommatophora	Zonitidae	Omphalina	fuliginosa	Omphalina fuliginosa
Animalia	Mollusca	Ostreida	Pterineidae	Leptodesma	lichas	Leptodesma lichas
Animalia	Mollusca	Ostreida	Pterineidae	Leptodesma	longispinum	Leptodesma longispinum
Animalia	Mollusca	Ostreida	Pterineidae	Leptodesma	robustum	Leptodesma robustum
Animalia	Mollusca	Stylommatophora	Polygyridae	Xolotrema	NA	Xolotrema NA
Animalia	Mollusca	Unionida	Iridinidae	Cymatonota	NA	Cymatonota NA
Animalia	Mollusca	Adapedonta	Edmondiidae	Edmondia	subovata	Edmondia subovata
Animalia	Mollusca	Ammonoidea	Tornoceratidae	Epitornoceras	peracutum	Epitornoceras peracutum
Animalia	Mollusca	NA	Pleuroceridae	Anculosa	carinata	Anculosa carinata
Animalia	Mollusca	Modiomorphida	Modiomorphidae	Modiomorpha	quadrula	Modiomorpha quadrula
Animalia	Mollusca	Stylommatophora	Gastrodontidae	Glyphyalinia	rhoadsi	Glyphyalinia rhoadsi
Animalia	Mollusca	NA	Psuedorthoceratidae	Dolorthoceras	NA	Dolorthoceras NA
Animalia	Mollusca	Stylommatophora	Polygyridae	Mesodon	sanus	Mesodon sanus
Animalia	Mollusca	NA	Grammysiidae	Sphenotus	NA	Sphenotus NA
Animalia	Mollusca	Stylommatophora	Achatinidae	Rhodea	NA	Rhodea NA
Animalia	Mollusca	Stylommatophora	Strobilopsidae	Strobilops	labryinthica	Strobilops labryinthica
Animalia	Mollusca	Ammonoidea	Gephuroceratidae	Manticoceras	NA	Manticoceras NA
Animalia	Mollusca	Stylommatophora	Punctidae	Punctidae	NA	Punctidae NA
Animalia	Mollusca	Ammonoidea	Triainoceratidae	Wellsites	tynani	Wellsites tynani
Animalia	Mollusca	NA	Oncoceratidae	Oonoceras	NA	Oonoceras NA
Animalia	Mollusca	Pectinida	Aviculopectinidae	Crenipecten	NA	Crenipecten NA
Animalia	Mollusca	NA	Pleuroceridae	Leptoxis	carinata	Leptoxis carinata
Animalia	Mollusca	Stylommatophora	Polygyridae	Triodopsis	obstricta	Triodopsis obstricta
Animalia	Mollusca	NA	Planorbidae	Planorbis	pallidus	Planorbis pallidus
Animalia	Mollusca	Pectinida	Aviculopectinidae	Aviculopecten	duplicatus	Aviculopecten duplicatus
Animalia	Mollusca	Ammonoidea	Ponticeratidae	Ponticeras	perlatum	Ponticeras perlatum
Animalia	Mollusca	Ammonoidea	Acanthoclymeniidae	Chutoceras	nundaium	Chutoceras nundaium
Animalia	Mollusca	Pectinida	Aviculopectinidae	Crenipecten	obsoletus	Crenipecten obsoletus
Animalia	Mollusca	Unionida	Iridinidae	Orthonota	NA	Orthonota NA
Animalia	Mollusca	Stylommatophora	Succineidae	Succinea	putris	Succinea putris
Animalia	Mollusca	NA	Praecardiidae	Cardiola	NA	Cardiola NA
Animalia	Mollusca	Trigoniida	Trigoniidae	Trigonia	NA	Trigonia NA
Animalia	Mollusca	Architaenioglossa	Diplommatinidae	Hungerfordia	NA	Hungerfordia NA
Animalia	Mollusca	NA	Bellerophontidae	Bellerophon	nactus	Bellerophon nactus
Animalia	Mollusca	Nuculanida	Malletiidae	Palaeoneilo	emarginata	Palaeoneilo emarginata
Animalia	Mollusca	Stylommatophora	Valloniidae	Vallonia	albula	Vallonia albula
Animalia	Mollusca	Ammonoidea	Triainoceratidae	Sandbergeroceras	enfieldense	Sandbergeroceras enfieldense
Animalia	Mollusca	Pectinida	Pterinopectinidae	Vertumnia	reversa	Vertumnia reversa
Animalia	Mollusca	Stylommatophora	Vertiginidae	Vertigo	bollesiana	Vertigo bollesiana
Animalia	Mollusca	Ammonoidea	Koenenitidae	Koenenites	beckeri	Koenenites beckeri
Animalia	Mollusca	Carditida	Astartidae	Microdon	tenuistriata	Microdon tenuistriata
Animalia	Mollusca	Unionida	Unionidae	Alasmidonta	heterodon	Alasmidonta heterodon
Animalia	Mollusca	Oegopsida	Enoploteuthidae	Abraliopsis	NA	Abraliopsis NA
Animalia	Mollusca	Pteropoda	Clionidae	Clionidae	NA	Clionidae NA
Animalia	Mollusca	NA	NA	Archanodon	NA	Archanodon NA
Animalia	Mollusca	Venerida	Sphaeriidae	Pisidium	conventus	Pisidium conventus
Animalia	Mollusca	NA	Tentaculitidae	Tentaculitidae	NA	Tentaculitidae NA
Animalia	Mollusca	NA	Carydiidae	Carydium	NA	Carydium NA
Animalia	Mollusca	Unionida	Iridinidae	Chambardia	NA	Chambardia NA
Animalia	Mollusca	Nuculida	Nuculidae	Nuculoidea	NA	Nuculoidea NA
Animalia	Mollusca	NA	Bucaniidae	Bellerophon	patulus	Bellerophon patulus
Animalia	Mollusca	Ostreida	Pterineidae	Ectenodesma	NA	Ectenodesma NA
Animalia	Mollusca	NA	Pseudorthoceratidae	Cayutoceras	casteri	Cayutoceras casteri
Animalia	Mollusca	Ammonoidea	Triainoceratidae	Wellsites	williamsi	Wellsites williamsi
Animalia	Mollusca	Stylommatophora	Succineidae	Succinea	campestris	Succinea campestris
Animalia	Mollusca	Architaenioglossa	Viviparidae	Idiopoma	NA	Idiopoma NA
Animalia	Mollusca	Stylommatophora	Helicidae	Helix	lurida	Helix lurida
Animalia	Mollusca	Unionida	Unionidae	Pyganodon	lacustris	Pyganodon lacustris
Animalia	Mollusca	Nautilida	Nautilidae	Nautilus	dekayi	Nautilus dekayi
Animalia	Mollusca	NA	Loxonematidae	Loxonema	postremum	Loxonema postremum
Animalia	Mollusca	Mytilida	Mytilidae	Phthonia	NA	Phthonia NA
Animalia	Mollusca	Nuculanida	Malletiidae	Palaeoneilo	plana	Palaeoneilo plana
Animalia	Mollusca	Neogastropoda	Marginellidae	Volvarina	mitrella	Volvarina mitrella
Animalia	Mollusca	Cephalaspidea	Haminoeidae	Haminoea	solitaria	Haminoea solitaria
Animalia	Mollusca	Stylommatophora	Polygyridae	Triodopsis	vultuosa	Triodopsis vultuosa
