kingdom	phylum	order	family	genus	species	sci.name
Animalia	Mollusca	Carditida	Cardiniidae	Cypricardites	indenta	Cypricardites indenta
Animalia	Mollusca	Stylommatophora	Pristilomatidae	Paravitrea	capsella	Paravitrea capsella
Animalia	Mollusca	Stylommatophora	Limacidae	Limax	maximus	Limax maximus
Animalia	Mollusca	NA	Planorbidae	Ferrissia	rivularis	Ferrissia rivularis
Animalia	Mollusca	NA	Lymnaeidae	Pseudosuccinea	columella	Pseudosuccinea columella
Animalia	Mollusca	Stylommatophora	Polygyridae	Triodopsis	tridentata	Triodopsis tridentata
Animalia	Mollusca	Unionida	Unionidae	Uniomerus	tetralasmus	Uniomerus tetralasmus
Animalia	Mollusca	Stylommatophora	Succineidae	Succinea	grosvenori	Succinea grosvenori
Animalia	Mollusca	Stylommatophora	Gastrocoptidae	Gastrocopta	contracta	Gastrocopta contracta
Animalia	Mollusca	Stylommatophora	Polygyridae	Stenotrema	hirsutum	Stenotrema hirsutum
Animalia	Mollusca	Stylommatophora	Polygyridae	Xolotrema	denotatum	Xolotrema denotatum
Animalia	Mollusca	Stylommatophora	Gastrocoptidae	Gastrocopta	cristata	Gastrocopta cristata
Animalia	Mollusca	Stylommatophora	Polygyridae	Mesodon	thyroidus	Mesodon thyroidus
Animalia	Mollusca	Stylommatophora	Discidae	Discus	patulus	Discus patulus
Animalia	Mollusca	Stylommatophora	Polygyridae	Triodopsis	fradulenta	Triodopsis fradulenta
Animalia	Mollusca	Stylommatophora	Strobilopsidae	Strobilops	labyrinthicus	Strobilops labyrinthicus
Animalia	Mollusca	NA	Planorbidae	Planorbula	armigera	Planorbula armigera
Animalia	Mollusca	Stylommatophora	Truncatellinidae	Columella	edentula	Columella edentula
Animalia	Mollusca	NA	Pleuroceridae	Lithasia	obovata	Lithasia obovata
Animalia	Mollusca	NA	Pterothecidae	Bellerophon	lyra	Bellerophon lyra
Animalia	Mollusca	NA	Tentaculitidae	Tentaculites	NA	Tentaculites NA
Animalia	Mollusca	NA	Planorbidae	Planorbella	campanulata	Planorbella campanulata
Animalia	Mollusca	Stylommatophora	Polygyridae	Mesodon	zaletus	Mesodon zaletus
Animalia	Mollusca	NA	NA	Bivalvia	NA	Bivalvia NA
Animalia	Mollusca	NA	Physidae	Physa	NA	Physa NA
Animalia	Mollusca	NA	Platyceratidae	Diaphorostoma	NA	Diaphorostoma NA
Animalia	Mollusca	Unionida	Unionidae	Elliptio	NA	Elliptio NA
Animalia	Mollusca	NA	Styliolinidae	Styliolina	NA	Styliolina NA
Animalia	Mollusca	NA	Armenoceratidae	Elrodoceras	NA	Elrodoceras NA
Animalia	Mollusca	NA	Oncoceratidae	Maelonoceras	NA	Maelonoceras NA
Animalia	Mollusca	Stylommatophora	Gastrodontidae	Mesomphix	cupreus	Mesomphix cupreus
Animalia	Mollusca	NA	Euomphalidae	Euomphalus	NA	Euomphalus NA
Animalia	Mollusca	Littorinimorpha	Amnicolidae	Lyogyrus	NA	Lyogyrus NA
Animalia	Mollusca	Stylommatophora	Polygyridae	Triodopsis	vulgata	Triodopsis vulgata
Animalia	Mollusca	NA	Lymnaeidae	Stagnicola	palustris	Stagnicola palustris
Animalia	Mollusca	NA	Platyceratidae	Strophostylus	NA	Strophostylus NA
Animalia	Mollusca	Stylommatophora	Helicodiscidae	Helicodiscus	parallelus	Helicodiscus parallelus
Animalia	Mollusca	NA	Planorbidae	Promenetus	exacuous	Promenetus exacuous
Animalia	Mollusca	Littorinimorpha	Hydrobiidae	Cincinnatia	integra	Cincinnatia integra
Animalia	Mollusca	Stylommatophora	Arionidae	Arion	circumscriptus	Arion circumscriptus
Animalia	Mollusca	Myalinida	Ambonychiidae	Byssonychia	radiata	Byssonychia radiata
Animalia	Mollusca	Pleurotomariida	Eotomariidae	Pleurotomaria	rotalia	Pleurotomaria rotalia
Animalia	Mollusca	Stylommatophora	Polygyridae	Stenotrema	stenotrema	Stenotrema stenotrema
Animalia	Mollusca	Stylommatophora	Zonitidae	Zonitidae	NA	Zonitidae NA
Animalia	Mollusca	Stylommatophora	Gastrocoptidae	Gastrocopta	corticaria	Gastrocopta corticaria
Animalia	Mollusca	NA	Pleuroceridae	Elimia	interrupta	Elimia interrupta
Animalia	Mollusca	Pleurotomariida	Gosseletinidae	Pleurotomaria	sulcomarginata	Pleurotomaria sulcomarginata
Animalia	Mollusca	Venerida	Sphaeriidae	Musculium	NA	Musculium NA
Animalia	Mollusca	NA	Grammysiidae	Grammysia	NA	Grammysia NA
Animalia	Mollusca	Stylommatophora	Helicidae	Cepaea	nemoralis	Cepaea nemoralis
Animalia	Mollusca	Venerida	Cyrenidae	Corbicula	fluminea	Corbicula fluminea
Animalia	Mollusca	Architaenioglossa	Viviparidae	Cipangopaludina	chinensis	Cipangopaludina chinensis
Animalia	Mollusca	Stylommatophora	Philomycidae	Megapallifera	mutabilis	Megapallifera mutabilis
Animalia	Mollusca	Venerida	Sphaeriidae	Pisidium	equilaterale	Pisidium equilaterale
Animalia	Mollusca	Venerida	Sphaeriidae	Sphaerium	fabale	Sphaerium fabale
Animalia	Mollusca	Venerida	Sphaeriidae	Pisidium	milium	Pisidium milium
Animalia	Mollusca	NA	Lymnaeidae	Galba	modicella	Galba modicella
Animalia	Mollusca	Stylommatophora	Valloniidae	Acanthinula	NA	Acanthinula NA
Animalia	Mollusca	Unionida	Unionidae	Villosa	vanuxemensis	Villosa vanuxemensis
Animalia	Mollusca	Modiomorphida	Modiomorphidae	Modiomorpha	NA	Modiomorpha NA
Animalia	Mollusca	Ostreida	Pterineidae	Actinopteria	boydi	Actinopteria boydi
Animalia	Mollusca	Nuculanida	Malletiidae	Nuculites	triqueter	Nuculites triqueter
Animalia	Mollusca	NA	Orthoceratidae	Orthoceras	NA	Orthoceras NA
Animalia	Mollusca	NA	Pleuroceridae	Pleurocera	uncialis	Pleurocera uncialis
Animalia	Mollusca	Trigoniida	Schizodidae	Schizodus	NA	Schizodus NA
Animalia	Mollusca	Nuculida	Nuculidae	Nucula	corbuliformis	Nucula corbuliformis
Animalia	Mollusca	NA	Planorbidae	Ferrissia	NA	Ferrissia NA
Animalia	Mollusca	Unionida	Unionidae	Cambarunio	nebulosus	Cambarunio nebulosus
Animalia	Mollusca	NA	Hippocardiidae	Hippocardia	herricki	Hippocardia herricki
Animalia	Mollusca	Stylommatophora	Zonitidae	Ventridens	intertextus	Ventridens intertextus
Animalia	Mollusca	Stylommatophora	Gastrodontidae	Retinella	NA	Retinella NA
Animalia	Mollusca	Stylommatophora	Valloniidae	Vallonia	pulchella	Vallonia pulchella
Animalia	Mollusca	NA	NA	Pholadella	NA	Pholadella NA
Animalia	Mollusca	Nuculanida	Malletiidae	Nuculites	oblongatus	Nuculites oblongatus
Animalia	Mollusca	Nuculanida	Malletiidae	Nuculites	NA	Nuculites NA
Animalia	Mollusca	NA	Grammysiidae	Sanguinolites	NA	Sanguinolites NA
Animalia	Mollusca	Unionida	Unionidae	Ptychobranchus	subtentus	Ptychobranchus subtentus
Animalia	Mollusca	NA	Grammysiidae	Sphenotus	cuneatus	Sphenotus cuneatus
Animalia	Mollusca	NA	Praecardiidae	Glyptocardia	NA	Glyptocardia NA
Animalia	Mollusca	Stylommatophora	Gastrodontidae	Nesovitrea	electrina	Nesovitrea electrina
Animalia	Mollusca	NA	Platyceratidae	Platyceras	dumosum	Platyceras dumosum
Animalia	Mollusca	Pectinida	Aviculopectinidae	Aviculopecten	princeps	Aviculopecten princeps
Animalia	Mollusca	Stylommatophora	Vertiginidae	Vertigo	morsei	Vertigo morsei
Animalia	Mollusca	Stylommatophora	Gastrocoptidae	Gastrocopta	armifera	Gastrocopta armifera
Animalia	Mollusca	Nautilida	Rutoceratidae	Goldringia	NA	Goldringia NA
Animalia	Mollusca	NA	Palaeomutelidae	Nyassa	NA	Nyassa NA
Animalia	Mollusca	Stylommatophora	Limacidae	Limax	NA	Limax NA
Animalia	Mollusca	Stylommatophora	Gastrodontidae	Zonitoides	nitida	Zonitoides nitida
Animalia	Mollusca	NA	Physidae	Sibirenauta	elongata	Sibirenauta elongata
Animalia	Mollusca	Lucinida	Lucinidae	Lucina	NA	Lucina NA
Animalia	Mollusca	NA	Palaeomutelidae	Nyassa	recta	Nyassa recta
Animalia	Mollusca	NA	Lymnaeidae	Hinkleyia	caperata	Hinkleyia caperata
Animalia	Mollusca	Unionida	Unionidae	Cambarunio	taeniatus	Cambarunio taeniatus
Animalia	Mollusca	NA	Platyceratidae	Platyceras	spirale	Platyceras spirale
Animalia	Mollusca	Pleurotomariida	Pleurotomariidae	Pleurotomaria	perlata	Pleurotomaria perlata
Animalia	Mollusca	NA	Hippocardiidae	Pleurorhynchus	cuneus	Pleurorhynchus cuneus
Animalia	Mollusca	Pectinida	Aviculopectinidae	Aviculopecten	fasciculatus	Aviculopecten fasciculatus
Animalia	Mollusca	NA	Lymnaeidae	Fossaria	dalli	Fossaria dalli
Animalia	Mollusca	NA	Grammysiidae	Grammysia	bellatula	Grammysia bellatula
Animalia	Mollusca	Stylommatophora	Gastrodontidae	Mesomphix	friabilis	Mesomphix friabilis
Animalia	Mollusca	Unionida	Unionidae	Simpsonaias	ambigua	Simpsonaias ambigua
Animalia	Mollusca	Unionida	Unionidae	Epioblasma	rangiana	Epioblasma rangiana
Animalia	Mollusca	NA	Palaeotrochidae	Pleurotomaria	kearnyi	Pleurotomaria kearnyi
Animalia	Mollusca	Stylommatophora	Valloniidae	Vallonia	NA	Vallonia NA
Animalia	Mollusca	Venerida	Sphaeriidae	Musculium	truncatum	Musculium truncatum
Animalia	Mollusca	NA	Lymnaeidae	Lymnaea	reflexa	Lymnaea reflexa
Animalia	Mollusca	NA	Pleuroceridae	Leptoxis	NA	Leptoxis NA
Animalia	Mollusca	Stylommatophora	Polygyridae	Stenotrema	morosum	Stenotrema morosum
Animalia	Mollusca	Stylommatophora	Vertiginidae	Vertigo	NA	Vertigo NA
Animalia	Mollusca	Stylommatophora	Gastrodontidae	Glyphyalinia	indentata	Glyphyalinia indentata
Animalia	Mollusca	Stylommatophora	Oxychilidae	Oxychilus	draparnaudi	Oxychilus draparnaudi
Animalia	Mollusca	Stylommatophora	Agriolimacidae	Deroceras	reticulatum	Deroceras reticulatum
Animalia	Mollusca	Unionida	Unionidae	Anodonta	cataracta	Anodonta cataracta
Animalia	Mollusca	Stylommatophora	Gastrodontidae	Striatura	meridionalis	Striatura meridionalis
Animalia	Mollusca	NA	Planorbidae	Planorbarius	corneus	Planorbarius corneus
Animalia	Mollusca	Stylommatophora	Arionidae	Arion	NA	Arion NA
Animalia	Mollusca	Myida	Dreissenidae	Dreissena	polymorpha	Dreissena polymorpha
Animalia	Mollusca	Stylommatophora	NA	Stylommatophora	NA	Stylommatophora NA
Animalia	Mollusca	Stylommatophora	Hygromiidae	Monacha	cartusiana	Monacha cartusiana
Animalia	Mollusca	Myida	Xylophagidae	Xylophagidae	NA	Xylophagidae NA
Animalia	Mollusca	Unionida	Unionidae	Utterbackiana	suborbiculata	Utterbackiana suborbiculata
Animalia	Mollusca	NA	Pleuroceridae	Elimia	simplex	Elimia simplex
Animalia	Mollusca	Stylommatophora	Gastrodontidae	Mesomphix	inornatus	Mesomphix inornatus
Animalia	Mollusca	Stylommatophora	Cochlicopidae	Cochlicopa	lubrica	Cochlicopa lubrica
Animalia	Mollusca	Stylommatophora	Polygyridae	Allogona	profunda	Allogona profunda
Animalia	Mollusca	Littorinimorpha	Amnicolidae	Lyogyrus	pilsbryi	Lyogyrus pilsbryi
Animalia	Mollusca	Venerida	Sphaeriidae	Pisidium	fallax	Pisidium fallax
Animalia	Mollusca	NA	Bellerophontidae	Bellerophon	tenuilineata	Bellerophon tenuilineata
Animalia	Mollusca	NA	Euphemitidae	Euphemites	enodis	Euphemites enodis
Animalia	Mollusca	NA	Platyceratidae	Platyceras	spinigerum	Platyceras spinigerum
Animalia	Mollusca	Pleurotomariida	Phanerotrematidae	Phanerotrema	wannense	Phanerotrema wannense
Animalia	Mollusca	Littorinimorpha	Naticidae	Natica	ventrica	Natica ventrica
Animalia	Mollusca	NA	Planorbidae	Ancylus	NA	Ancylus NA
Animalia	Mollusca	NA	Soleniscidae	Loxonema	regularis	Loxonema regularis
Animalia	Mollusca	NA	Conocardiidae	Conocardium	alternistriatum	Conocardium alternistriatum
Animalia	Mollusca	Myalinida	Ambonychiidae	Mytilarca	NA	Mytilarca NA
Animalia	Mollusca	Ammonoidea	Wiedeyoceratidae	Pennoceras	seamani	Pennoceras seamani
Animalia	Mollusca	Pleurotomariida	Murchisoniidae	Aclisina	stevensana	Aclisina stevensana
Animalia	Mollusca	Nautilida	Nautilidae	Nautilidae	NA	Nautilidae NA
Animalia	Mollusca	NA	Pseudozygopleuridae	Pseudozygopleura	pugonis	Pseudozygopleura pugonis
Animalia	Mollusca	NA	Pseudozygopleuridae	Pseudozygopleura	sinuosior	Pseudozygopleura sinuosior
Animalia	Mollusca	NA	NA	Gamizyga	morningstarae	Gamizyga morningstarae
Animalia	Mollusca	Pleurotomariida	Gosseletinidae	Euconospira	NA	Euconospira NA
Animalia	Mollusca	NA	Planorbidae	Planorbis	bicarinatus	Planorbis bicarinatus
Animalia	Mollusca	Pleurotomariida	Gosseletinidae	Gosseletina	nodosa	Gosseletina nodosa
Animalia	Mollusca	Pleurotomariida	Eotomariidae	Pleurotomaria	grayvillensis	Pleurotomaria grayvillensis
Animalia	Mollusca	NA	Bucaniidae	Patellostium	montfortianus	Patellostium montfortianus
Animalia	Mollusca	NA	Pseudozygopleuridae	Pseudozygopleura	williamsi	Pseudozygopleura williamsi
Animalia	Mollusca	NA	Pseudozygopleuridae	Loxonema	scitula	Loxonema scitula
Animalia	Mollusca	Stylommatophora	Polygyridae	Patera	pennsylvanica	Patera pennsylvanica
Animalia	Mollusca	Pleurotomariida	Eotomariidae	Porcellia	peoriensis	Porcellia peoriensis
Animalia	Mollusca	Pleurotomariida	Murchisoniidae	Murchisoniidae	NA	Murchisoniidae NA
Animalia	Mollusca	NA	Platyceratidae	Capulus	parva	Capulus parva
Animalia	Mollusca	NA	Meekospiridae	Meekospira	NA	Meekospira NA
Animalia	Mollusca	NA	Pseudozygopleuridae	Loxonema	cerithiformis	Loxonema cerithiformis
Animalia	Mollusca	Stylommatophora	Philomycidae	Philomycus	NA	Philomycus NA
Animalia	Mollusca	NA	Goniasmatidae	Murchisonia	lasallensis	Murchisonia lasallensis
Animalia	Mollusca	NA	Pseudozygopleuridae	Pseudozygopleura	inornata	Pseudozygopleura inornata
Animalia	Mollusca	NA	NA	Gamizyga	girtyi	Gamizyga girtyi
Animalia	Mollusca	NA	Streptacididae	Donaldina	quadroliratus	Donaldina quadroliratus
Animalia	Mollusca	NA	Pseudozygopleuridae	Pseudozygopleura	palus	Pseudozygopleura palus
Animalia	Mollusca	Pleurotomariida	Portlockiellidae	Pleurotomaria	carbonaria	Pleurotomaria carbonaria
Animalia	Mollusca	NA	Euomphalidae	Inachus	catilloides	Inachus catilloides
Animalia	Mollusca	Stylommatophora	Gastrodontidae	Glyphyalinia	wheatleyi	Glyphyalinia wheatleyi
Animalia	Mollusca	Stylommatophora	Pupillidae	Pupoides	NA	Pupoides NA
Animalia	Mollusca	NA	NA	Gamizyga	perminuta	Gamizyga perminuta
Animalia	Mollusca	Stylommatophora	Punctidae	Punctum	pygmaeum	Punctum pygmaeum
Animalia	Mollusca	NA	NA	Gamizyga	knighti	Gamizyga knighti
Animalia	Mollusca	Nuculanida	Malletiidae	Palaeoneilo	NA	Palaeoneilo NA
Animalia	Mollusca	NA	Streptacididae	Aclis	robusta	Aclis robusta
Animalia	Mollusca	Pleurotomariida	Pleurotomariidae	Pleurotomaria	monilifera	Pleurotomaria monilifera
Animalia	Mollusca	Nautilida	Nautilidae	Nautilus	sangamonense	Nautilus sangamonense
Animalia	Mollusca	NA	Bellerophontidae	Bellerophon	percarinatus	Bellerophon percarinatus
Animalia	Mollusca	Pleurotomariida	Phymatopleuridae	Orestes	nodosus	Orestes nodosus
Animalia	Mollusca	NA	Planorbidae	Ancylus	novangliae	Ancylus novangliae
Animalia	Mollusca	NA	Bellerophontidae	Bellerophontidae	NA	Bellerophontidae NA
Animalia	Mollusca	NA	Soleniscidae	Macrocheilus	paludinaeformis	Macrocheilus paludinaeformis
Animalia	Mollusca	NA	Euphemitidae	Euphemites	multiliratus	Euphemites multiliratus
Animalia	Mollusca	NA	Physidae	Physa	microstoma	Physa microstoma
Animalia	Mollusca	NA	Bellerophontidae	Pharkidonotus	NA	Pharkidonotus NA
Animalia	Mollusca	NA	Pseudozygopleuridae	Pseudozygopleura	girtyi	Pseudozygopleura girtyi
Animalia	Mollusca	NA	Pseudozygopleuridae	Pseudozygopleura	funis	Pseudozygopleura funis
Animalia	Mollusca	NA	Pseudozygopleuridae	Pseudozygopleura	marvinwelleri	Pseudozygopleura marvinwelleri
Animalia	Mollusca	Stylommatophora	Spiraxidae	Physella	heterostropha	Physella heterostropha
Animalia	Mollusca	Pleurotomariida	Eotomariidae	Glabrocingulum	NA	Glabrocingulum NA
Animalia	Mollusca	NA	Pseudozygopleuridae	Pseudozygopleura	assertonsoris	Pseudozygopleura assertonsoris
Animalia	Mollusca	Stylommatophora	Zonitidae	Omphalina	NA	Omphalina NA
Animalia	Mollusca	Pectinida	Pterinopectinidae	Pterinopecten	NA	Pterinopecten NA
Animalia	Mollusca	NA	Pseudozygopleuridae	Pseudozygopleura	deloi	Pseudozygopleura deloi
Animalia	Mollusca	Littorinimorpha	Amnicolidae	Amnicola	pallida	Amnicola pallida
Animalia	Mollusca	Venerida	Sphaeriidae	Pisidium	cruciatum	Pisidium cruciatum
Animalia	Mollusca	Cycloneritida	Naticopsidae	Platyceras	tortum	Platyceras tortum
Animalia	Mollusca	NA	Pholadomyidae	Allorisma	geinitzi	Allorisma geinitzi
Animalia	Mollusca	NA	Grammysiidae	Allorisma	hannibalensis	Allorisma hannibalensis
Animalia	Mollusca	NA	Physidae	Physa	aplexoides	Physa aplexoides
Animalia	Mollusca	Arcida	Parallelodontidae	Parallelodon	NA	Parallelodon NA
Animalia	Mollusca	Stylommatophora	Zonitidae	Ventridens	suppressus	Ventridens suppressus
Animalia	Mollusca	Unionida	Iridinidae	Promytilus	pottsvillensis	Promytilus pottsvillensis
Animalia	Mollusca	NA	Euomphalidae	Straparollus	reedsi	Straparollus reedsi
Animalia	Mollusca	NA	Soleniscidae	Macrocheilus	intercalaris	Macrocheilus intercalaris
Animalia	Mollusca	Cycloneritida	Naticopsidae	Naticopsis	remex	Naticopsis remex
Animalia	Mollusca	Stylommatophora	Agriolimacidae	Deroceras	NA	Deroceras NA
Animalia	Mollusca	Stylommatophora	Polygyridae	Polygyra	inflecta	Polygyra inflecta
Animalia	Mollusca	NA	NA	Cyrtolites	gillianus	Cyrtolites gillianus
Animalia	Mollusca	Lepidopleurida	Leptochitonidae	Chiton	carbonarius	Chiton carbonarius
Animalia	Mollusca	Limida	Limidae	Avicula	triplistriata	Avicula triplistriata
Animalia	Mollusca	NA	Pseudozygopleuridae	Microptychis	expetendus	Microptychis expetendus
Animalia	Mollusca	Stylommatophora	Valloniidae	Vallonia	parvula	Vallonia parvula
Animalia	Mollusca	NA	Anozygidae	Anozyga	bulla	Anozyga bulla
Animalia	Mollusca	Stylommatophora	Vertiginidae	Vertigo	gouldi	Vertigo gouldi
Animalia	Mollusca	Myalinida	Ambonychiidae	Byssonychia	NA	Byssonychia NA
Animalia	Mollusca	Stylommatophora	Zonitidae	Zonites	NA	Zonites NA
Animalia	Mollusca	NA	Pseudozygopleuridae	Pseudozygopleura	tenuivirga	Pseudozygopleura tenuivirga
Animalia	Mollusca	Pleurotomariida	Portlockiellidae	Pleurotomaria	beckwithana	Pleurotomaria beckwithana
Animalia	Mollusca	NA	Acteoninidae	Loxonema	minuta	Loxonema minuta
Animalia	Mollusca	Cycloneritida	Naticopsidae	Naticopsis	NA	Naticopsis NA
Animalia	Mollusca	Ammonoidea	Schistoceratidae	Schistoceras	NA	Schistoceras NA
Animalia	Mollusca	Pleurotomariida	Murchisoniidae	Loxonema	attenuata	Loxonema attenuata
Animalia	Mollusca	NA	NA	Bellerophon	cyrtolites	Bellerophon cyrtolites
Animalia	Mollusca	NA	NA	Gamizyga	excellens	Gamizyga excellens
Animalia	Mollusca	NA	Euphemitidae	Euphemites	carbonarius	Euphemites carbonarius
Animalia	Mollusca	NA	Pseudozygopleuridae	Hemizyga	corpulentissima	Hemizyga corpulentissima
Animalia	Mollusca	NA	Bellerophontidae	Bellerophon	labioreflexus	Bellerophon labioreflexus
Animalia	Mollusca	NA	Pseudozygopleuridae	Pseudozygopleura	pinquicula	Pseudozygopleura pinquicula
Animalia	Mollusca	Architaenioglossa	Viviparidae	Cipangopaludina	japonica	Cipangopaludina japonica
Animalia	Mollusca	NA	Soleniscidae	Strobeus	immanis	Strobeus immanis
Animalia	Mollusca	Stylommatophora	Gastrodontidae	Glyphyalinia	umbilicata	Glyphyalinia umbilicata
Animalia	Mollusca	NA	Pseudozygopleuridae	Gamizyga	attenuata	Gamizyga attenuata
Animalia	Mollusca	NA	Pseudozygopleuridae	Pseudozygopleura	minuta	Pseudozygopleura minuta
Animalia	Mollusca	NA	Lophospiridae	Worthenia	tabulata	Worthenia tabulata
Animalia	Mollusca	Stylommatophora	Gastrodontidae	Striatura	ferrea	Striatura ferrea
Animalia	Mollusca	NA	Pseudozygopleuridae	Hemizyga	elegans	Hemizyga elegans
Animalia	Mollusca	Arcida	Parallelodontidae	Macrodon	sangamonensis	Macrodon sangamonensis
Animalia	Mollusca	NA	Pseudozygopleuridae	Pseudozygopleura	pagoda	Pseudozygopleura pagoda
Animalia	Mollusca	Pleurotomariida	Gosseletinidae	Pleurotomaria	turbiniformis	Pleurotomaria turbiniformis
Animalia	Mollusca	NA	Planorbidae	Menetus	dilatatus	Menetus dilatatus
Animalia	Mollusca	NA	Pseudozygopleuridae	Loxonema	peoriense	Loxonema peoriense
Animalia	Mollusca	NA	Soleniscidae	Soleniscus	brevis	Soleniscus brevis
Animalia	Mollusca	NA	Pseudozygopleuridae	Pseudozygopleura	gradatus	Pseudozygopleura gradatus
Animalia	Mollusca	NA	Pseudozygopleuridae	Pseudozygopleura	variegata	Pseudozygopleura variegata
Animalia	Mollusca	Nuculanida	Nuculanidae	Polidevcia	NA	Polidevcia NA
Animalia	Mollusca	NA	NA	Gamizyga	lineata	Gamizyga lineata
Animalia	Mollusca	NA	Bellerophontidae	Patellilabia	NA	Patellilabia NA
Animalia	Mollusca	NA	Pseudozygopleuridae	Loxonema	multicostata	Loxonema multicostata
Animalia	Mollusca	NA	Pseudozygopleuridae	Pseudozygopleura	angustata	Pseudozygopleura angustata
Animalia	Mollusca	NA	Platyceratidae	Cyclonema	transversum	Cyclonema transversum
Animalia	Mollusca	Stylommatophora	Euconulidae	Euconulus	chersinus	Euconulus chersinus
Animalia	Mollusca	Trochida	Anomphalidae	Anomphalus	rotulus	Anomphalus rotulus
Animalia	Mollusca	Stylommatophora	Succineidae	Succinea	aurea	Succinea aurea
Animalia	Mollusca	NA	Pseudozygopleuridae	Microptychis	turbineus	Microptychis turbineus
Animalia	Mollusca	Stylommatophora	Vertiginidae	Vertigo	tridentata	Vertigo tridentata
Animalia	Mollusca	NA	Lymnaeidae	Lymnaea	stagnalis	Lymnaea stagnalis
Animalia	Mollusca	Pleurotomariida	Gosseletinidae	Pleurotomaria	spironema	Pleurotomaria spironema
Animalia	Mollusca	NA	NA	Gamizyga	subnodosa	Gamizyga subnodosa
Animalia	Mollusca	Pectinida	Pterinopectinidae	Posidonomya	striata	Posidonomya striata
Animalia	Mollusca	NA	Pholadomyidae	Allorisma	NA	Allorisma NA
Animalia	Mollusca	NA	Pseudobigaleaidae	Pseudobigalea	crista	Pseudobigalea crista
Animalia	Mollusca	Cycloneritida	Trachyspiridae	Littorina	wheeleri	Littorina wheeleri
Animalia	Mollusca	NA	Pseudomonotidae	Pseudomonotis	millhorni	Pseudomonotis millhorni
Animalia	Mollusca	NA	Pseudozygopleuridae	Pseudozygopleura	kellettae	Pseudozygopleura kellettae
Animalia	Mollusca	NA	Pseudozygopleuridae	Pseudozygopleura	eximia	Pseudozygopleura eximia
Animalia	Mollusca	NA	Physidae	Physa	heterostropha	Physa heterostropha
Animalia	Mollusca	NA	Pseudozygopleuridae	Cyclozyga	attenuata	Cyclozyga attenuata
Animalia	Mollusca	Stylommatophora	Pristilomatidae	Paravitrea	multidentata	Paravitrea multidentata
Animalia	Mollusca	Stylommatophora	Partulidae	Partula	faba	Partula faba
Animalia	Mollusca	Stylommatophora	Gastrodontidae	Striatura	exigua	Striatura exigua
Animalia	Mollusca	NA	NA	Gamizyga	intermedia	Gamizyga intermedia
Animalia	Mollusca	Nuculanida	Malletiidae	Nucula	fecunda	Nucula fecunda
Animalia	Mollusca	Stylommatophora	Pyramidulidae	Pyramidula	NA	Pyramidula NA
Animalia	Mollusca	Myalinida	Myalinidae	Aviculopecten	columbianus	Aviculopecten columbianus
Animalia	Mollusca	Littorinimorpha	Lithoglyphidae	Somatogyrus	integra	Somatogyrus integra
Animalia	Mollusca	NA	NA	Gamizyga	conica	Gamizyga conica
Animalia	Mollusca	NA	Platyceratidae	Cyclonema	bilix	Cyclonema bilix
Animalia	Mollusca	Carditida	Astartidae	Astartella	varica	Astartella varica
Animalia	Mollusca	Nautilida	Nautilidae	Protocycloceras	rushense	Protocycloceras rushense
Animalia	Mollusca	Stylommatophora	Euconulidae	Euconulus	NA	Euconulus NA
Animalia	Mollusca	Pleurotomariida	Eotomariidae	Pleurotomaria	illinoisensis	Pleurotomaria illinoisensis
Animalia	Mollusca	Pleurotomariida	Phymatopleuridae	Pleurotomaria	brazoensis	Pleurotomaria brazoensis
Animalia	Mollusca	Systellommatophora	Onchidiidae	Turbonilla	swallowiana	Turbonilla swallowiana
Animalia	Mollusca	Unionida	Unionidae	Unio	NA	Unio NA
Animalia	Mollusca	NA	Pseudozygopleuridae	Pseudozygopleura	pluricostata	Pseudozygopleura pluricostata
Animalia	Mollusca	Lepidopleurida	Leptochitonidae	Glaphurochiton	simplex	Glaphurochiton simplex
Animalia	Mollusca	Cycloneritida	Helicinidae	Helicinidae	NA	Helicinidae NA
Animalia	Mollusca	NA	Raphistomatidae	Pleurotomaria	giffordi	Pleurotomaria giffordi
Animalia	Mollusca	Stylommatophora	Punctidae	Punctum	minutissimum	Punctum minutissimum
Animalia	Mollusca	NA	Pseudozygopleuridae	Hemizyga	NA	Hemizyga NA
Animalia	Mollusca	NA	Pleuroceridae	Leptoxis	praerosa	Leptoxis praerosa
Animalia	Mollusca	Littorinimorpha	Amnicolidae	Amnicola	pilsbry	Amnicola pilsbry
Animalia	Mollusca	Cephalaspidea	Acteonidae	Pupa	NA	Pupa NA
Animalia	Mollusca	Stylommatophora	Gastrocoptidae	Gastrocopta	pentodon	Gastrocopta pentodon
Animalia	Mollusca	NA	NA	Gamizyga	perattenuata	Gamizyga perattenuata
Animalia	Mollusca	NA	Bellerophontidae	Cymatospira	NA	Cymatospira NA
Animalia	Mollusca	NA	NA	Platystoma	NA	Platystoma NA
Animalia	Mollusca	NA	Pseudozygopleuridae	Helminthozyga	undulata	Helminthozyga undulata
Animalia	Mollusca	Stylommatophora	Euconulidae	Guppya	sterkii	Guppya sterkii
Animalia	Mollusca	Stylommatophora	Gastrodontidae	Striatura	milium	Striatura milium
Animalia	Mollusca	Venerida	Sphaeriidae	Pisidium	walkeri	Pisidium walkeri
Animalia	Mollusca	NA	Pseudozygopleuridae	Pseudozygopleura	macra	Pseudozygopleura macra
Animalia	Mollusca	NA	Pseudozygopleuridae	Pseudozygopleura	acuminata	Pseudozygopleura acuminata
